reviewId,userName,review_text,rating,thumbsUpCount,date,bank_name,source,cleaned_text,is_transfer_issue,has_feature_request,is_technical_complaint,identified_theme,sentiment_score,sentiment_label
gp_rev_boa_10315,user_ethiopia_223,Constant server communication timeout errors. Fix the customer support line.,1,11,2025-04-18,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10316,user_ethiopia_157,Very dependable mobile banking system for daily financial operations.,4,23,2025-01-12,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10317,user_ethiopia_804,Very dependable mobile banking system for daily financial operations.,4,22,2025-01-31,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10318,user_ethiopia_803,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,21,2024-06-26,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10319,user_ethiopia_236,The app is so slow during transfers. It takes forever to load my account balance.,1,3,2024-08-17,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10320,user_ethiopia_642,Extremely slow loading times when making instant payments to other banks.,1,14,2024-09-06,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10321,user_ethiopia_244,Very dependable mobile banking system for daily financial operations.,4,12,2025-11-21,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10322,user_ethiopia_719,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,24,2024-07-04,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10323,user_ethiopia_114,Very dependable mobile banking system for daily financial operations.,4,13,2025-02-28,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10324,user_ethiopia_850,Extremely slow loading times when making instant payments to other banks.,1,11,2025-08-01,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10325,user_ethiopia_195,The interface hangs on the processing screen when checking my balance. Please optimize.,1,19,2025-12-12,BOA,Google Play,the interface hangs on the processing screen when checking my balance please optimize,True,False,False,Performance & Transfer Delays,0.6705,Positive
gp_rev_boa_10326,user_ethiopia_714,The interface hangs on the processing screen when checking my balance. Please optimize.,1,25,2025-10-26,BOA,Google Play,the interface hangs on the processing screen when checking my balance please optimize,True,False,False,Performance & Transfer Delays,0.6705,Positive
gp_rev_boa_10327,user_ethiopia_663,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,8,2025-02-03,BOA,Google Play,i really love using this app but we need budgeting tools and dark mode features asap,False,True,False,Mobile App Feature Request,0.4111,Positive
gp_rev_boa_10328,user_ethiopia_727,Very dependable mobile banking system for daily financial operations.,4,24,2025-09-29,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10329,user_ethiopia_186,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,18,2025-11-18,BOA,Google Play,i really love using this app but we need budgeting tools and dark mode features asap,False,True,False,Mobile App Feature Request,0.4111,Positive
gp_rev_boa_10330,user_ethiopia_242,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,11,2024-10-11,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10331,user_ethiopia_340,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,6,2024-12-28,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10332,user_ethiopia_279,The interface hangs on the processing screen when checking my balance. Please optimize.,1,4,2025-04-12,BOA,Google Play,the interface hangs on the processing screen when checking my balance please optimize,True,False,False,Performance & Transfer Delays,0.6705,Positive
gp_rev_boa_10333,user_ethiopia_285,Extremely slow loading times when making instant payments to other banks.,1,21,2024-08-15,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10334,user_ethiopia_395,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,18,2025-09-13,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10335,user_ethiopia_458,Extremely slow loading times when making instant payments to other banks.,1,7,2026-02-21,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10336,user_ethiopia_784,"Excellent update, transfers are fast and easy to navigate.",4,2,2025-07-16,BOA,Google Play,excellent update transfers are fast and easy to navigate,True,False,False,General Account Management,0.765,Positive
gp_rev_boa_10337,user_ethiopia_598,Great interface! Please add fingerprint login or biometric support for security.,3,1,2026-04-30,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10338,user_ethiopia_312,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,3,2024-12-10,BOA,Google Play,i really love using this app but we need budgeting tools and dark mode features asap,False,True,False,Mobile App Feature Request,0.4111,Positive
gp_rev_boa_10339,user_ethiopia_929,The interface hangs on the processing screen when checking my balance. Please optimize.,1,21,2025-10-31,BOA,Google Play,the interface hangs on the processing screen when checking my balance please optimize,True,False,False,Performance & Transfer Delays,0.6705,Positive
gp_rev_boa_10340,user_ethiopia_954,Constant server communication timeout errors. Fix the customer support line.,1,2,2025-03-10,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10341,user_ethiopia_620,I keep getting a login error and the application crashes repeatedly on launch.,1,17,2025-04-26,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10342,user_ethiopia_122,The app is so slow during transfers. It takes forever to load my account balance.,1,17,2026-02-16,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10343,user_ethiopia_927,Constant server communication timeout errors. Fix the customer support line.,1,1,2025-07-26,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10344,user_ethiopia_991,The interface hangs on the processing screen when checking my balance. Please optimize.,1,4,2026-03-28,BOA,Google Play,the interface hangs on the processing screen when checking my balance please optimize,True,False,False,Performance & Transfer Delays,0.6705,Positive
gp_rev_boa_10345,user_ethiopia_567,I keep getting a login error and the application crashes repeatedly on launch.,1,25,2025-10-27,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10346,user_ethiopia_599,The app is so slow during transfers. It takes forever to load my account balance.,1,24,2025-06-25,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10347,user_ethiopia_194,I keep getting a login error and the application crashes repeatedly on launch.,1,13,2024-06-18,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10348,user_ethiopia_455,Very dependable mobile banking system for daily financial operations.,4,1,2026-04-01,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10349,user_ethiopia_260,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,22,2024-11-08,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10350,user_ethiopia_156,Extremely slow loading times when making instant payments to other banks.,1,15,2025-09-22,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10351,user_ethiopia_165,The app is so slow during transfers. It takes forever to load my account balance.,1,25,2026-01-18,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10352,user_ethiopia_863,Very dependable mobile banking system for daily financial operations.,4,10,2026-04-26,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10353,user_ethiopia_468,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,14,2026-02-14,BOA,Google Play,i really love using this app but we need budgeting tools and dark mode features asap,False,True,False,Mobile App Feature Request,0.4111,Positive
gp_rev_boa_10354,user_ethiopia_188,"Excellent update, transfers are fast and easy to navigate.",4,11,2026-03-09,BOA,Google Play,excellent update transfers are fast and easy to navigate,True,False,False,General Account Management,0.765,Positive
gp_rev_boa_10355,user_ethiopia_364,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,11,2024-10-25,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10356,user_ethiopia_195,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,21,2025-12-22,BOA,Google Play,i really love using this app but we need budgeting tools and dark mode features asap,False,True,False,Mobile App Feature Request,0.4111,Positive
gp_rev_boa_10357,user_ethiopia_102,The app is so slow during transfers. It takes forever to load my account balance.,1,14,2024-09-24,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10358,user_ethiopia_126,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,9,2025-06-12,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10359,user_ethiopia_903,Very dependable mobile banking system for daily financial operations.,4,8,2024-11-08,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10360,user_ethiopia_963,Extremely slow loading times when making instant payments to other banks.,1,21,2024-11-27,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10361,user_ethiopia_824,The interface hangs on the processing screen when checking my balance. Please optimize.,1,19,2025-08-02,BOA,Google Play,the interface hangs on the processing screen when checking my balance please optimize,True,False,False,Performance & Transfer Delays,0.6705,Positive
gp_rev_boa_10362,user_ethiopia_472,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,12,2025-05-13,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10363,user_ethiopia_801,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,13,2026-01-14,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10364,user_ethiopia_333,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,7,2026-01-03,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10365,user_ethiopia_623,Extremely slow loading times when making instant payments to other banks.,1,7,2026-01-24,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10366,user_ethiopia_105,Great interface! Please add fingerprint login or biometric support for security.,3,22,2024-10-12,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10367,user_ethiopia_993,"Excellent update, transfers are fast and easy to navigate.",4,7,2025-10-21,BOA,Google Play,excellent update transfers are fast and easy to navigate,True,False,False,General Account Management,0.765,Positive
gp_rev_boa_10368,user_ethiopia_732,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,16,2025-05-31,BOA,Google Play,i really love using this app but we need budgeting tools and dark mode features asap,False,True,False,Mobile App Feature Request,0.4111,Positive
gp_rev_boa_10369,user_ethiopia_702,Very dependable mobile banking system for daily financial operations.,4,4,2026-03-20,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10370,user_ethiopia_890,Great interface! Please add fingerprint login or biometric support for security.,3,25,2026-04-21,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10371,user_ethiopia_583,The app is so slow during transfers. It takes forever to load my account balance.,1,6,2025-10-12,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10372,user_ethiopia_726,I keep getting a login error and the application crashes repeatedly on launch.,1,10,2024-12-22,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10373,user_ethiopia_693,Very dependable mobile banking system for daily financial operations.,4,11,2025-03-02,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10374,user_ethiopia_593,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,13,2025-03-13,BOA,Google Play,i really love using this app but we need budgeting tools and dark mode features asap,False,True,False,Mobile App Feature Request,0.4111,Positive
gp_rev_boa_10375,user_ethiopia_932,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,22,2025-04-25,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10376,user_ethiopia_899,Very dependable mobile banking system for daily financial operations.,4,10,2024-12-14,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10377,user_ethiopia_748,I keep getting a login error and the application crashes repeatedly on launch.,1,16,2025-01-14,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10378,user_ethiopia_812,Very dependable mobile banking system for daily financial operations.,4,2,2025-04-24,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10379,user_ethiopia_525,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,22,2024-06-22,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10380,user_ethiopia_486,The app is so slow during transfers. It takes forever to load my account balance.,1,24,2024-10-15,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10381,user_ethiopia_910,Extremely slow loading times when making instant payments to other banks.,1,19,2025-04-29,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10382,user_ethiopia_956,Great interface! Please add fingerprint login or biometric support for security.,3,11,2025-09-11,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10383,user_ethiopia_786,I keep getting a login error and the application crashes repeatedly on launch.,1,10,2026-01-23,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10384,user_ethiopia_318,Extremely slow loading times when making instant payments to other banks.,1,7,2026-04-01,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10385,user_ethiopia_622,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,14,2024-06-29,BOA,Google Play,i really love using this app but we need budgeting tools and dark mode features asap,False,True,False,Mobile App Feature Request,0.4111,Positive
gp_rev_boa_10386,user_ethiopia_326,Great interface! Please add fingerprint login or biometric support for security.,3,14,2024-11-06,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10387,user_ethiopia_200,I keep getting a login error and the application crashes repeatedly on launch.,1,13,2025-02-22,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10388,user_ethiopia_717,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,8,2025-03-09,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10389,user_ethiopia_436,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,17,2025-09-25,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10390,user_ethiopia_976,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,2,2024-12-28,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10391,user_ethiopia_973,Very dependable mobile banking system for daily financial operations.,4,16,2024-11-20,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10392,user_ethiopia_638,Great interface! Please add fingerprint login or biometric support for security.,3,21,2026-02-24,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10393,user_ethiopia_705,"Excellent update, transfers are fast and easy to navigate.",4,25,2024-07-28,BOA,Google Play,excellent update transfers are fast and easy to navigate,True,False,False,General Account Management,0.765,Positive
gp_rev_boa_10394,user_ethiopia_823,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,5,2025-06-14,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10395,user_ethiopia_568,Constant server communication timeout errors. Fix the customer support line.,1,17,2026-03-24,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10396,user_ethiopia_589,Great interface! Please add fingerprint login or biometric support for security.,3,20,2025-06-25,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10397,user_ethiopia_877,Great interface! Please add fingerprint login or biometric support for security.,3,17,2025-01-12,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10398,user_ethiopia_186,I keep getting a login error and the application crashes repeatedly on launch.,1,23,2025-10-29,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10399,user_ethiopia_754,Great interface! Please add fingerprint login or biometric support for security.,3,15,2024-09-24,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10400,user_ethiopia_371,The interface hangs on the processing screen when checking my balance. Please optimize.,1,6,2025-08-21,BOA,Google Play,the interface hangs on the processing screen when checking my balance please optimize,True,False,False,Performance & Transfer Delays,0.6705,Positive
gp_rev_boa_10401,user_ethiopia_490,Constant server communication timeout errors. Fix the customer support line.,1,5,2025-10-29,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10402,user_ethiopia_358,I keep getting a login error and the application crashes repeatedly on launch.,1,23,2025-12-01,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10403,user_ethiopia_372,Great interface! Please add fingerprint login or biometric support for security.,3,12,2024-10-09,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10404,user_ethiopia_987,The interface hangs on the processing screen when checking my balance. Please optimize.,1,19,2025-02-26,BOA,Google Play,the interface hangs on the processing screen when checking my balance please optimize,True,False,False,Performance & Transfer Delays,0.6705,Positive
gp_rev_boa_10405,user_ethiopia_578,Very dependable mobile banking system for daily financial operations.,4,9,2026-05-15,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10406,user_ethiopia_531,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,6,2026-02-20,BOA,Google Play,i really love using this app but we need budgeting tools and dark mode features asap,False,True,False,Mobile App Feature Request,0.4111,Positive
gp_rev_boa_10407,user_ethiopia_284,The app is so slow during transfers. It takes forever to load my account balance.,1,18,2024-07-15,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10408,user_ethiopia_477,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,10,2024-12-12,BOA,Google Play,i really love using this app but we need budgeting tools and dark mode features asap,False,True,False,Mobile App Feature Request,0.4111,Positive
gp_rev_boa_10409,user_ethiopia_471,Extremely slow loading times when making instant payments to other banks.,1,22,2026-03-26,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10410,user_ethiopia_479,"Excellent update, transfers are fast and easy to navigate.",4,24,2026-02-26,BOA,Google Play,excellent update transfers are fast and easy to navigate,True,False,False,General Account Management,0.765,Positive
gp_rev_boa_10411,user_ethiopia_251,The app is so slow during transfers. It takes forever to load my account balance.,1,18,2024-09-02,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10412,user_ethiopia_470,Very dependable mobile banking system for daily financial operations.,4,5,2025-03-13,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10413,user_ethiopia_349,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,10,2025-11-07,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10414,user_ethiopia_425,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,10,2025-03-01,BOA,Google Play,i really love using this app but we need budgeting tools and dark mode features asap,False,True,False,Mobile App Feature Request,0.4111,Positive
gp_rev_boa_10415,user_ethiopia_814,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,11,2024-09-28,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10416,user_ethiopia_378,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,0,2025-04-23,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10417,user_ethiopia_656,The interface hangs on the processing screen when checking my balance. Please optimize.,1,10,2025-11-27,BOA,Google Play,the interface hangs on the processing screen when checking my balance please optimize,True,False,False,Performance & Transfer Delays,0.6705,Positive
gp_rev_boa_10418,user_ethiopia_793,Very dependable mobile banking system for daily financial operations.,4,22,2025-05-19,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10419,user_ethiopia_570,Constant server communication timeout errors. Fix the customer support line.,1,15,2025-09-10,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10420,user_ethiopia_465,Very dependable mobile banking system for daily financial operations.,4,18,2025-01-06,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10421,user_ethiopia_867,The interface hangs on the processing screen when checking my balance. Please optimize.,1,18,2024-09-23,BOA,Google Play,the interface hangs on the processing screen when checking my balance please optimize,True,False,False,Performance & Transfer Delays,0.6705,Positive
gp_rev_boa_10422,user_ethiopia_220,"Excellent update, transfers are fast and easy to navigate.",4,7,2025-10-22,BOA,Google Play,excellent update transfers are fast and easy to navigate,True,False,False,General Account Management,0.765,Positive
gp_rev_boa_10423,user_ethiopia_119,Very dependable mobile banking system for daily financial operations.,4,6,2024-11-10,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10424,user_ethiopia_421,I keep getting a login error and the application crashes repeatedly on launch.,1,22,2024-12-04,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10425,user_ethiopia_274,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,3,2025-10-03,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10426,user_ethiopia_308,Constant server communication timeout errors. Fix the customer support line.,1,12,2025-10-05,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10427,user_ethiopia_259,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,21,2026-03-29,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10428,user_ethiopia_592,Very dependable mobile banking system for daily financial operations.,4,7,2025-04-12,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10429,user_ethiopia_763,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,9,2024-12-08,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10430,user_ethiopia_750,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,12,2025-07-18,BOA,Google Play,i really love using this app but we need budgeting tools and dark mode features asap,False,True,False,Mobile App Feature Request,0.4111,Positive
gp_rev_boa_10431,user_ethiopia_426,Great interface! Please add fingerprint login or biometric support for security.,3,12,2025-02-16,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10432,user_ethiopia_593,I keep getting a login error and the application crashes repeatedly on launch.,1,12,2026-03-02,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10433,user_ethiopia_501,"Excellent update, transfers are fast and easy to navigate.",4,10,2024-08-15,BOA,Google Play,excellent update transfers are fast and easy to navigate,True,False,False,General Account Management,0.765,Positive
gp_rev_boa_10434,user_ethiopia_486,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,21,2025-09-20,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10435,user_ethiopia_944,I keep getting a login error and the application crashes repeatedly on launch.,1,1,2024-09-22,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10436,user_ethiopia_276,I keep getting a login error and the application crashes repeatedly on launch.,1,17,2024-06-20,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
